k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
1.2516e-01	 7.3617e+03	 4.3647e+04	 2.5878e+05 
1.2934e-01	 7.0714e+03	 4.1929e+04	 2.4861e+05 
1.3814e-01	 6.3087e+03	 3.7406e+04	 2.2179e+05 
1.4276e-01	 5.8600e+03	 3.4746e+04	 2.0602e+05 
1.5247e-01	 5.0410e+03	 2.9892e+04	 1.7725e+05 
1.5757e-01	 4.7337e+03	 2.8068e+04	 1.6643e+05 
1.6284e-01	 4.4948e+03	 2.6653e+04	 1.5804e+05 
1.7392e-01	 4.0823e+03	 2.4206e+04	 1.4353e+05 
1.7974e-01	 3.8436e+03	 2.2792e+04	 1.3515e+05 
1.9201e-01	 3.3187e+03	 1.9677e+04	 1.1667e+05 
1.9846e-01	 3.0916e+03	 1.8331e+04	 1.0869e+05 
2.0515e-01	 2.9069e+03	 1.7235e+04	 1.0218e+05 
2.1927e-01	 2.5914e+03	 1.5365e+04	 9.1099e+04 
2.2673e-01	 2.4218e+03	 1.4360e+04	 8.5149e+04 
2.4256e-01	 2.0918e+03	 1.2402e+04	 7.3534e+04 
2.5097e-01	 1.9566e+03	 1.1602e+04	 6.8800e+04 
2.5975e-01	 1.8335e+03	 1.0872e+04	 6.4468e+04 
2.7855e-01	 1.5858e+03	 9.4019e+03	 5.5743e+04 
2.8866e-01	 1.4699e+03	 8.7147e+03	 5.1669e+04 
2.9932e-01	 1.3651e+03	 8.0932e+03	 4.7983e+04 
3.2260e-01	 1.1676e+03	 6.9225e+03	 4.1042e+04 
3.3542e-01	 1.0739e+03	 6.3669e+03	 3.7749e+04 
3.4921e-01	 9.8680e+02	 5.8506e+03	 3.4688e+04 
3.6416e-01	 9.0212e+02	 5.3486e+03	 3.1711e+04 
3.8055e-01	 8.2011e+02	 4.8624e+03	 2.8829e+04 
3.9873e-01	 7.4163e+02	 4.3971e+03	 2.6070e+04 
