k_long[1/Mpc]	 Pmm	 Pmh	 Phh 
7.1248e-02	 1.6998e+04	 3.7023e+04	 8.0642e+04 
7.3707e-02	 1.6270e+04	 3.5439e+04	 7.7195e+04 
7.8834e-02	 1.5187e+04	 3.3080e+04	 7.2057e+04 
8.1510e-02	 1.4744e+04	 3.2116e+04	 6.9958e+04 
8.4267e-02	 1.4299e+04	 3.1145e+04	 6.7836e+04 
9.0040e-02	 1.3225e+04	 2.8808e+04	 6.2753e+04 
9.3064e-02	 1.2550e+04	 2.7338e+04	 5.9548e+04 
9.9408e-02	 1.0993e+04	 2.3942e+04	 5.2148e+04 
1.0274e-01	 1.0198e+04	 2.2213e+04	 4.8383e+04 
1.0973e-01	 8.8363e+03	 1.9247e+04	 4.1924e+04 
1.1340e-01	 8.3304e+03	 1.8145e+04	 3.9521e+04 
1.1719e-01	 7.9407e+03	 1.7296e+04	 3.7673e+04 
1.2516e-01	 7.3617e+03	 1.6034e+04	 3.4924e+04 
1.2934e-01	 7.0714e+03	 1.5403e+04	 3.3550e+04 
1.3814e-01	 6.3087e+03	 1.3741e+04	 2.9931e+04 
1.4276e-01	 5.8600e+03	 1.2764e+04	 2.7803e+04 
1.5247e-01	 5.0410e+03	 1.0980e+04	 2.3914e+04 
1.5757e-01	 4.7337e+03	 1.0311e+04	 2.2459e+04 
1.6284e-01	 4.4948e+03	 9.7898e+03	 2.1322e+04 
1.7392e-01	 4.0823e+03	 8.8921e+03	 1.9369e+04 
1.7974e-01	 3.8436e+03	 8.3716e+03	 1.8234e+04 
1.9201e-01	 3.3187e+03	 7.2286e+03	 1.5745e+04 
1.9846e-01	 3.0916e+03	 6.7340e+03	 1.4668e+04 
2.0515e-01	 2.9069e+03	 6.3315e+03	 1.3790e+04 
2.1927e-01	 2.5914e+03	 5.6443e+03	 1.2294e+04 
2.2673e-01	 2.4218e+03	 5.2753e+03	 1.1491e+04 
2.4256e-01	 2.0918e+03	 4.5561e+03	 9.9237e+03 
2.5097e-01	 1.9566e+03	 4.2616e+03	 9.2820e+03 
2.5975e-01	 1.8335e+03	 3.9939e+03	 8.6996e+03 
2.7855e-01	 1.5858e+03	 3.4539e+03	 7.5229e+03 
2.8866e-01	 1.4699e+03	 3.2015e+03	 6.9731e+03 
2.9932e-01	 1.3651e+03	 2.9732e+03	 6.4757e+03 
3.2260e-01	 1.1676e+03	 2.5431e+03	 5.5390e+03 
3.3542e-01	 1.0739e+03	 2.3390e+03	 5.0944e+03 
3.4921e-01	 9.8680e+02	 2.1493e+03	 4.6814e+03 
3.6416e-01	 9.0212e+02	 1.9649e+03	 4.2797e+03 
3.8055e-01	 8.2011e+02	 1.7863e+03	 3.8906e+03 
3.9873e-01	 7.4163e+02	 1.6153e+03	 3.5183e+03 
